property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P03322,R01,Apartment,80,4,1998,0
P03323,R04,Studio,144,5,2002,0
P03324,R03,Apartment,167,3,1974,1
P03325,R04,Penthouse,180,2,1988,0
P03326,R06,Penthouse,185,2,1994,1
P03327,R01,Studio,143,2,2012,0
P03328,R02,Detached House,77,4,2005,1
P03329,R04,Studio,76,1,1974,1
P03330,R05,Studio,77,5,2003,1
P03331,R04,Detached House,188,4,2018,1
P03332,R03,Detached House,245,2,1972,1
P03333,R04,Apartment,251,4,2023,1
P03334,R06,Penthouse,114,1,1975,1
P03335,R03,Detached House,59,3,2003,0
P03336,R06,Apartment,191,1,1988,1
P03337,R05,Penthouse,49,1,2009,0
P03338,R02,Penthouse,190,1,2015,1
P03339,R02,Apartment,131,4,2016,1
P03340,R05,Apartment,241,4,2016,1
P03341,R02,Apartment,190,5,2014,1
P03342,R03,Studio,217,5,1986,0
P03343,R02,Detached House,137,5,1995,1
P03344,R04,Apartment,241,5,2008,0
P03345,R02,Apartment,166,1,1979,0
P03346,R04,Duplex,190,4,2001,1
P03347,R06,Detached House,126,4,1998,0
P03348,R05,Studio,147,1,2023,1
P03349,R06,Penthouse,241,1,1972,1
P03350,R01,Apartment,134,5,1975,1
P03351,R03,Detached House,45,5,1971,0
P03352,R02,Apartment,130,2,1999,0
P03353,R06,Studio,134,1,1999,0
P03354,R05,Detached House,140,2,2001,1
P03355,R02,Penthouse,56,1,1983,0
P03356,R04,Apartment,71,4,1986,0
P03357,R04,Duplex,117,2,1992,1
P03358,R03,Detached House,141,1,1972,1
P03359,R03,Penthouse,46,5,2010,1
P03360,R01,Duplex,133,5,1972,0
P03361,R03,Studio,116,5,2006,1
P03362,R03,Studio,48,5,1994,0
P03363,R05,Duplex,100,1,2023,0
P03364,R06,Apartment,106,4,2007,1
P03365,R05,Duplex,74,4,1995,1
P03366,R01,Penthouse,220,4,2007,1
P03367,R06,Penthouse,57,2,1976,0
P03368,R03,Detached House,178,2,1979,1
P03369,R03,Studio,199,5,1996,1
P03370,R06,Duplex,233,1,2016,0
P03371,R06,Studio,170,4,2014,1
P03372,R01,Apartment,170,4,1990,0
P03373,R03,Penthouse,222,4,1985,0
P03374,R05,Studio,244,3,2022,1
P03375,R04,Detached House,90,4,2000,0
P03376,R02,Studio,231,5,1976,1
P03377,R04,Studio,150,4,1982,0
P03378,R06,Apartment,63,1,2015,1
P03379,R02,Penthouse,186,2,2018,1
P03380,R05,Apartment,274,2,2019,1
P03381,R05,Penthouse,73,2,1970,1
P03382,R06,Detached House,43,2,2014,1
P03383,R02,Duplex,259,2,1976,0
P03384,R02,Duplex,183,4,2013,0
P03385,R04,Penthouse,92,1,2017,1
P03386,R04,Penthouse,230,4,1989,1
P03387,R03,Studio,134,4,1980,0
P03388,R05,Studio,119,5,2008,1
P03389,R05,Studio,109,1,1973,0
P03390,R02,Studio,183,2,2001,0
P03391,R05,Duplex,72,5,1987,1
P03392,R02,Duplex,126,3,1992,1
P03393,R03,Apartment,113,3,2014,1
P03394,R01,Penthouse,54,1,2023,0
P03395,R03,Penthouse,223,4,1991,1
P03396,R06,Penthouse,42,2,1985,1
P03397,R03,Penthouse,270,5,2015,0
P03398,R05,Studio,62,2,1992,1
P03399,R01,Penthouse,125,1,1980,0
P03400,R04,Detached House,63,3,2018,0
P03401,R03,Penthouse,128,3,2023,0
P03402,R05,Duplex,186,3,1985,0
P03403,R06,Detached House,60,5,1978,0
P03404,R04,Apartment,166,2,1978,1
P03405,R01,Duplex,225,2,2002,1
P03406,R03,Apartment,149,4,1986,0
P03407,R01,Studio,66,1,2003,1
P03408,R03,Duplex,206,5,2011,0
P03409,R01,Detached House,84,2,1970,1
P03410,R04,Detached House,44,2,2016,1
P03411,R02,Detached House,144,1,1971,1
P03412,R02,Apartment,105,2,1976,1
P03413,R01,Apartment,46,3,2009,0
P03414,R06,Apartment,226,4,2003,0
P03415,R06,Penthouse,183,5,2022,1
P03416,R05,Penthouse,258,4,2000,1
P03417,R01,Apartment,155,2,1992,1
P03418,R03,Duplex,145,5,2006,1
P03419,R06,Studio,242,1,2011,0
P03420,R04,Apartment,59,2,2006,1
P03421,R01,Duplex,126,2,1990,1
P03422,R01,Apartment,231,3,2021,0
P03423,R02,Penthouse,110,2,1986,0
P03424,R06,Penthouse,252,5,1988,1
P03425,R02,Penthouse,108,2,1984,0
P03426,R06,Duplex,139,2,1986,1
P03427,R05,Duplex,255,4,1981,1
P03428,R06,Detached House,98,3,2001,1
P03429,R05,Penthouse,272,3,2009,1
P03430,R02,Duplex,50,5,1993,1
P03431,R05,Studio,103,3,2019,1
P03432,R02,Duplex,181,1,1995,1
P03433,R02,Penthouse,182,4,1995,0
P03434,R02,Detached House,258,4,1973,1
P03435,R01,Penthouse,270,2,2018,0
P03436,R01,Duplex,202,5,1978,0
P03437,R02,Duplex,198,2,1978,1
P03438,R01,Studio,116,1,2020,0
P03439,R03,Studio,233,1,1998,0
P03440,R01,Penthouse,194,4,1973,0
P03441,R01,Detached House,45,2,1993,1
P03442,R06,Penthouse,239,3,2001,1
P03443,R01,Penthouse,126,4,1970,0
P03444,R01,Duplex,154,5,2010,1
P03445,R01,Penthouse,156,3,2006,0
P03446,R01,Studio,236,5,1970,1
P03447,R04,Apartment,104,2,2003,0
P03448,R05,Studio,134,5,1982,1
P03449,R05,Penthouse,49,2,2009,1
P03450,R04,Duplex,123,1,1990,1
P03451,R01,Penthouse,61,4,1980,1
P03452,R05,Penthouse,179,4,1997,0
P03453,R01,Apartment,254,5,1993,1
P03454,R04,Duplex,151,5,1988,1
P03455,R03,Studio,258,1,2017,1
P03456,R06,Duplex,274,4,2005,0
P03457,R02,Apartment,52,4,1996,0
P03458,R04,Detached House,163,4,1982,0
P03459,R03,Duplex,166,1,2000,0
P03460,R04,Apartment,132,1,1971,1
P03461,R06,Penthouse,239,4,2017,1
P03462,R05,Penthouse,134,5,1970,0
P03463,R03,Duplex,53,1,2007,1
P03464,R03,Duplex,171,1,1988,1
P03465,R05,Duplex,88,3,2008,0
P03466,R03,Detached House,125,2,1989,1
P03467,R02,Penthouse,160,5,1971,1
P03468,R03,Studio,213,5,2021,0
P03469,R01,Duplex,106,3,2011,1
P03470,R02,Apartment,131,5,1972,0
P03471,R03,Duplex,56,2,1971,0
P03472,R05,Detached House,132,5,1998,1
P03473,R05,Apartment,179,3,2021,1
P03474,R02,Studio,188,3,2001,1
P03475,R03,Studio,110,1,1970,0
P03476,R01,Apartment,54,1,2007,1
P03477,R05,Apartment,178,1,1993,1
P03478,R02,Duplex,197,3,2004,1
P03479,R05,Duplex,60,1,1988,1
P03480,R06,Apartment,161,1,1970,1
P03481,R05,Duplex,62,4,1970,1
P03482,R02,Duplex,148,5,2004,1
P03483,R06,Duplex,193,1,2004,1
P03484,R05,Detached House,212,3,1987,1
P03485,R04,Penthouse,211,5,1974,1
P03486,R06,Duplex,221,3,2011,1
P03487,R06,Duplex,97,1,1978,0
P03488,R01,Studio,243,1,1980,0
P03489,R06,Apartment,123,5,1994,0
P03490,R05,Apartment,129,3,2008,1
P03491,R02,Detached House,229,1,2023,0
P03492,R02,Apartment,118,5,2003,0
P03493,R05,Apartment,57,5,2021,1
P03494,R02,Apartment,211,4,2005,0
P03495,R03,Studio,198,1,2015,1
P03496,R05,Penthouse,179,1,1979,1
P03497,R04,Penthouse,74,2,1973,0
P03498,R06,Duplex,191,1,2006,0
P03499,R01,Penthouse,87,3,2022,1
P03500,R02,Penthouse,173,2,2009,1
P03501,R06,Detached House,161,4,1988,1
P03502,R04,Penthouse,225,1,1996,0
P03503,R02,Apartment,274,4,1976,1
P03504,R02,Penthouse,85,5,1988,1
P03505,R03,Duplex,67,1,2006,1
P03506,R04,Penthouse,173,4,1978,1
P03507,R02,Detached House,268,3,1996,1
P03508,R04,Studio,77,1,1985,1
P03509,R03,Duplex,156,2,1996,1
P03510,R04,Penthouse,137,4,2011,1
P03511,R01,Detached House,116,5,2017,1
P03512,R04,Studio,199,2,1992,1
P03513,R06,Apartment,110,1,2014,1
P03514,R01,Duplex,158,2,2007,1
P03515,R02,Detached House,242,5,2019,1
P03516,R05,Detached House,131,3,2009,0
P03517,R04,Studio,45,3,1999,1
P03518,R05,Apartment,252,1,2006,0
P03519,R04,Detached House,105,4,1987,0
P03520,R05,Apartment,225,3,2006,1
P03521,R04,Detached House,223,3,2008,0
P03522,R01,Penthouse,166,5,2002,1
P03523,R05,Apartment,61,3,1975,0
P03524,R03,Detached House,268,5,1997,0
P03525,R01,Studio,203,3,2008,0
P03526,R03,Duplex,141,2,1980,1
P03527,R03,Apartment,244,5,2012,1
P03528,R01,Studio,229,4,2015,0
P03529,R06,Apartment,222,4,1999,1
P03530,R02,Penthouse,80,2,2022,1
P03531,R02,Duplex,191,4,2016,0
P03532,R03,Studio,108,3,1995,0
P03533,R05,Detached House,58,1,2017,0
P03534,R05,Detached House,121,2,2020,0
P03535,R05,Studio,64,5,1975,0
P03536,R02,Duplex,65,3,2023,1
P03537,R06,Detached House,214,4,1970,1
P03538,R05,Apartment,160,1,1996,1
P03539,R03,Penthouse,135,2,2020,1
P03540,R04,Studio,86,5,2009,1
P03541,R01,Penthouse,225,3,1984,0
P03542,R05,Duplex,192,5,2004,0
P03543,R06,Duplex,180,5,1981,1
P03544,R03,Studio,85,2,1982,0
P03545,R04,Apartment,69,5,2019,0
P03546,R03,Duplex,69,4,1972,1
P03547,R01,Studio,46,1,2021,0
P03548,R04,Detached House,272,1,1994,0
P03549,R05,Penthouse,128,1,1973,1
P03550,R06,Duplex,197,4,2012,0
P03551,R06,Duplex,275,1,1972,0
P03552,R03,Penthouse,264,2,1987,0
P03553,R06,Apartment,116,3,1983,1
P03554,R04,Studio,157,1,2012,1
P03555,R04,Studio,151,2,1991,1
P03556,R04,Apartment,48,4,2005,1
P03557,R06,Duplex,224,5,1973,0
P03558,R05,Detached House,177,3,2007,0
P03559,R01,Duplex,129,4,2008,1
P03560,R01,Penthouse,173,3,1985,0
P03561,R03,Detached House,216,3,2017,0
P03562,R04,Apartment,43,3,1995,1
P03563,R05,Apartment,195,5,2006,1
P03564,R03,Studio,246,1,1979,1
P03565,R04,Detached House,214,3,2020,1
P03566,R06,Duplex,188,1,1983,1
P03567,R03,Detached House,61,5,2003,1
P03568,R03,Duplex,218,4,1974,1
P03569,R04,Duplex,220,1,1972,0
P03570,R03,Apartment,158,4,1976,1
P03571,R06,Studio,179,3,2020,0
P03572,R06,Duplex,188,1,1981,1
P03573,R04,Detached House,69,5,2017,1
P03574,R03,Apartment,101,2,2001,1
P03575,R04,Duplex,230,1,1974,0
P03576,R02,Penthouse,273,4,1993,1
P03577,R03,Apartment,104,2,1995,0
P03578,R02,Duplex,136,4,1984,0
P03579,R01,Studio,259,1,2002,1
P03580,R01,Apartment,78,5,2016,1
P03581,R04,Detached House,102,3,2017,1
P03582,R01,Apartment,53,3,1998,0
P03583,R04,Duplex,96,5,2018,0
P03584,R03,Apartment,192,3,2019,1
P03585,R03,Studio,123,1,1974,0
P03586,R05,Penthouse,276,3,2004,1
P03587,R04,Penthouse,253,4,2011,0
P03588,R05,Duplex,254,2,1970,0
P03589,R05,Duplex,214,1,2002,1
P03590,R01,Apartment,208,1,2019,1
P03591,R02,Apartment,162,5,1984,1
P03592,R04,Apartment,277,1,2016,0
P03593,R06,Studio,62,3,2020,0
P03594,R01,Penthouse,213,5,2004,1
P03595,R01,Apartment,73,2,2003,1
P03596,R06,Detached House,121,2,1998,0
P03597,R06,Penthouse,101,4,1992,0
P03598,R02,Studio,184,4,1994,1
P03599,R03,Detached House,228,1,1998,1
P03600,R04,Duplex,59,3,1996,0
P03601,R02,Duplex,184,1,2014,0
P03602,R02,Studio,93,2,2011,0
P03603,R03,Penthouse,58,2,1988,0
P03604,R04,Duplex,140,5,1997,0
P03605,R02,Studio,179,5,1981,0
P03606,R03,Penthouse,88,4,1979,0
P03607,R02,Penthouse,133,4,1989,0
P03608,R05,Duplex,268,1,1973,1
P03609,R01,Penthouse,123,1,2016,1
P03610,R02,Apartment,278,4,1976,1
P03611,R02,Duplex,240,3,1987,0
P03612,R06,Apartment,129,3,1983,1
P03613,R06,Studio,178,4,1981,1
P03614,R04,Studio,210,2,1989,1
P03615,R01,Penthouse,151,4,2008,0
P03616,R05,Apartment,137,4,2018,0
P03617,R03,Penthouse,119,2,1980,1
P03618,R06,Duplex,73,4,1982,0
P03619,R03,Detached House,45,1,1995,0
P03620,R06,Studio,120,2,1987,0
P03621,R05,Duplex,230,4,2013,1
P03622,R02,Duplex,96,5,1982,1
P03623,R05,Penthouse,83,1,1991,0
P03624,R02,Detached House,118,4,1999,1
P03625,R03,Studio,183,3,1990,1
P03626,R02,Penthouse,91,4,2003,0
P03627,R05,Studio,92,4,2013,1
P03628,R02,Studio,66,1,1998,0
P03629,R04,Studio,119,4,1994,1
P03630,R04,Detached House,92,2,2021,1
P03631,R05,Studio,239,1,2023,1
P03632,R06,Penthouse,257,3,2023,1
P03633,R01,Duplex,128,1,1970,0
P03634,R06,Studio,60,4,2015,1
P03635,R01,Duplex,60,3,2018,1
P03636,R04,Duplex,117,3,2013,1
P03637,R03,Duplex,151,1,2010,1
P03638,R04,Studio,166,4,1989,0
P03639,R05,Penthouse,112,1,2009,0
P03640,R06,Apartment,125,2,2001,0
P03641,R03,Detached House,108,2,2014,1
P03642,R06,Penthouse,164,4,1988,1
P03643,R02,Studio,207,3,2010,1
P03644,R02,Penthouse,50,5,2012,0
P03645,R03,Penthouse,154,5,2015,0
P03646,R04,Apartment,195,4,1979,0
P03647,R05,Studio,201,1,2016,1
P03648,R05,Penthouse,175,4,1981,1
P03649,R02,Apartment,166,2,2020,1
P03650,R02,Detached House,203,5,1972,1
P03651,R06,Duplex,130,5,1982,1
P03652,R03,Apartment,176,1,2002,0
P03653,R02,Penthouse,116,1,1999,0
P03654,R06,Penthouse,145,4,2007,0
P03655,R03,Apartment,69,1,1991,0
P03656,R06,Apartment,124,5,1970,1
P03657,R06,Duplex,74,3,2003,0
P03658,R06,Penthouse,94,3,1997,1
P03659,R04,Detached House,140,5,1997,1
P03660,R05,Apartment,160,2,1990,1
P03661,R06,Penthouse,266,3,2018,1
P03662,R02,Studio,46,5,2012,0
P03663,R01,Studio,255,1,1979,1
P03664,R02,Apartment,118,1,1972,0
P03665,R04,Studio,213,1,1979,1
P03666,R04,Duplex,202,2,1972,1
P03667,R01,Detached House,273,1,2008,0
P03668,R04,Apartment,66,1,2003,0
P03669,R02,Duplex,272,5,1995,1
P03670,R04,Penthouse,55,3,2001,1
P03671,R04,Studio,250,2,2013,1
P03672,R04,Detached House,196,3,2014,1
P03673,R03,Detached House,155,5,1993,1
P03674,R03,Detached House,135,3,2001,1
P03675,R05,Detached House,62,3,2001,0
P03676,R05,Penthouse,232,5,2021,1
P03677,R05,Apartment,214,1,2011,1
P03678,R03,Duplex,264,3,1986,1
P03679,R03,Penthouse,215,4,2017,1
P03680,R02,Duplex,269,3,1991,1
P03681,R04,Penthouse,252,5,2010,1
P03682,R01,Detached House,142,5,2022,1
P03683,R03,Penthouse,208,2,2013,0
P03684,R02,Apartment,103,5,1975,1
P03685,R04,Duplex,230,2,1981,0
P03686,R06,Studio,186,2,2012,1
P03687,R06,Apartment,145,5,1976,0
P03688,R03,Penthouse,190,1,1970,1
P03689,R01,Penthouse,106,2,1983,1
P03690,R02,Detached House,189,4,1996,0
P03691,R01,Apartment,153,3,1976,1
P03692,R05,Studio,117,5,1978,1
P03693,R06,Detached House,274,2,1988,0
P03694,R04,Penthouse,55,3,2002,1
P03695,R02,Detached House,221,1,1999,1
P03696,R01,Studio,90,2,2013,1
P03697,R06,Apartment,93,1,2022,1
P03698,R02,Detached House,77,4,1971,0
P03699,R01,Penthouse,64,2,2007,0
P03700,R02,Penthouse,69,4,1978,0
P03701,R02,Studio,239,2,1989,1
P03702,R04,Apartment,262,3,1988,0
P03703,R06,Penthouse,180,5,2007,0
P03704,R02,Studio,43,5,1983,1
P03705,R05,Detached House,247,1,2018,0
P03706,R01,Apartment,184,4,1990,1
P03707,R01,Duplex,165,5,2014,1
P03708,R01,Studio,267,4,2021,0
P03709,R06,Studio,138,1,1997,0
P03710,R04,Studio,126,4,1975,0
P03711,R05,Studio,227,4,2007,1
P03712,R01,Studio,166,4,1992,0
P03713,R01,Penthouse,212,3,1988,1
P03714,R06,Apartment,206,3,1994,1
P03715,R01,Penthouse,241,4,1986,0
P03716,R01,Detached House,116,3,1985,1
P03717,R04,Studio,57,4,2023,1
P03718,R04,Penthouse,154,4,1985,0
P03719,R02,Duplex,195,2,1994,1
P03720,R03,Penthouse,236,4,2008,0
P03721,R05,Penthouse,104,4,1981,1
P03722,R03,Duplex,218,3,2003,0
P03723,R03,Penthouse,239,4,2018,1
P03724,R01,Detached House,234,1,2013,1
P03725,R03,Detached House,233,2,1971,1
P03726,R05,Duplex,276,4,1991,1
P03727,R04,Studio,198,5,1970,0
P03728,R06,Apartment,128,4,2002,1
P03729,R01,Penthouse,144,4,1987,0
P03730,R01,Detached House,219,2,2018,0
P03731,R04,Studio,96,4,1979,0
P03732,R02,Apartment,184,2,2015,1
P03733,R04,Studio,177,1,1988,1
P03734,R06,Studio,199,2,2019,0
P03735,R03,Detached House,141,4,1980,1
P03736,R04,Apartment,217,5,1984,1
P03737,R05,Studio,57,3,1988,0
P03738,R01,Detached House,219,5,2023,1
P03739,R06,Duplex,234,4,2009,1
P03740,R02,Studio,252,3,2014,1
P03741,R05,Duplex,261,5,1999,1
P03742,R04,Penthouse,123,3,2012,1
P03743,R01,Duplex,51,3,2003,0
P03744,R05,Apartment,196,4,2006,1
P03745,R02,Detached House,61,4,2015,0
P03746,R04,Apartment,107,3,2023,0
P03747,R06,Studio,208,3,2001,0
P03748,R06,Penthouse,182,5,1993,1
P03749,R06,Detached House,185,1,2005,1
P03750,R03,Detached House,220,1,2010,1
P03751,R04,Studio,79,3,2023,0
P03752,R02,Apartment,229,1,2007,1
P03753,R06,Penthouse,180,2,2021,0
P03754,R03,Studio,140,3,2009,1
P03755,R05,Detached House,151,3,2021,0
P03756,R03,Detached House,162,2,2010,1
P03757,R05,Detached House,172,2,2017,1
P03758,R02,Penthouse,120,4,1980,1
P03759,R05,Detached House,93,5,2023,1
P03760,R01,Detached House,80,4,1988,1
P03761,R01,Penthouse,121,3,2013,1
P03762,R03,Apartment,102,1,1991,1
P03763,R03,Penthouse,163,2,1994,1
P03764,R05,Apartment,258,3,2010,1
P03765,R03,Apartment,65,2,1999,1
P03766,R01,Detached House,114,4,2008,1
P03767,R02,Detached House,51,2,1974,1
P03768,R03,Apartment,273,5,2015,1
P03769,R04,Duplex,208,2,1992,0
P03770,R04,Detached House,97,3,2012,1
P03771,R02,Duplex,139,4,1985,1
P03772,R04,Duplex,213,2,2002,1
P03773,R04,Duplex,269,4,2001,1
P03774,R05,Duplex,177,3,1977,0
P03775,R04,Apartment,105,4,1995,1
P03776,R05,Detached House,207,3,2004,1
P03777,R02,Studio,204,5,2015,0
P03778,R05,Penthouse,194,4,2017,1
P03779,R01,Apartment,51,1,1990,0
P03780,R01,Penthouse,209,3,2004,1
P03781,R06,Duplex,44,5,1979,1
P03782,R03,Duplex,257,2,2018,1
P03783,R04,Detached House,251,3,2016,0
P03784,R04,Detached House,175,4,2023,0
P03785,R05,Detached House,195,2,1996,0
P03786,R02,Detached House,56,3,1989,1
P03787,R02,Detached House,249,3,2010,1
P03788,R01,Detached House,104,1,2009,1
P03789,R06,Penthouse,102,1,1981,1
P03790,R02,Apartment,209,3,1999,0
P03791,R04,Detached House,265,1,2004,0
P03792,R03,Detached House,158,5,1994,1
P03793,R01,Apartment,161,3,1990,1
P03794,R03,Duplex,171,4,1982,0
P03795,R01,Studio,109,2,1992,1
P03796,R02,Duplex,183,2,1983,1
P03797,R01,Penthouse,270,3,1986,0
P03798,R05,Apartment,131,4,1979,0
P03799,R04,Duplex,225,2,1990,1
P03800,R06,Penthouse,225,2,2004,0
P03801,R03,Studio,244,1,1990,1
P03802,R02,Detached House,213,3,1977,1
P03803,R04,Penthouse,261,4,2013,1
P03804,R06,Penthouse,211,3,1993,0
P03805,R04,Detached House,274,2,2001,0
P03806,R01,Penthouse,211,2,1998,1
P03807,R02,Studio,240,2,1997,0
P03808,R06,Apartment,253,2,1993,1
P03809,R04,Apartment,276,2,2010,1
P03810,R06,Duplex,182,5,2016,1
P03811,R04,Penthouse,210,2,2018,1
P03812,R01,Duplex,272,2,1993,0
P03813,R06,Studio,131,4,1988,1
P03814,R05,Studio,68,5,1974,1
P03815,R05,Duplex,252,3,1993,0
P03816,R06,Studio,191,4,2023,0
P03817,R02,Detached House,142,1,1984,1
P03818,R06,Penthouse,212,3,2015,1
P03819,R02,Detached House,47,1,2010,0
P03820,R06,Detached House,154,1,2005,0
P03821,R02,Studio,103,3,2000,1
P03822,R04,Apartment,109,2,2010,1
P03823,R05,Studio,272,1,1975,1
P03824,R01,Penthouse,172,1,1976,0
P03825,R01,Detached House,73,4,1980,0
P03826,R06,Apartment,127,3,2011,1
P03827,R01,Studio,98,2,1993,1
P03828,R04,Duplex,258,5,1981,1
P03829,R06,Studio,109,2,1972,1
P03830,R04,Penthouse,125,5,1996,1
P03831,R03,Studio,120,2,1991,0
P03832,R03,Penthouse,82,1,1979,0
P03833,R04,Detached House,227,1,1971,0
P03834,R04,Detached House,178,2,2010,0
P03835,R04,Detached House,144,1,2012,1
P03836,R01,Duplex,135,1,1983,0
P03837,R04,Studio,200,2,1996,1
P03838,R05,Apartment,63,5,1983,0
P03839,R05,Duplex,263,2,1992,1
P03840,R01,Apartment,175,2,1975,0
P03841,R05,Penthouse,94,5,2021,0
P03842,R05,Apartment,169,2,2008,0
P03843,R02,Detached House,244,5,2018,1
P03844,R06,Studio,81,4,1985,1
P03845,R04,Duplex,165,5,2017,1
P03846,R03,Duplex,183,3,1997,1
P03847,R05,Duplex,234,3,1980,1
P03848,R04,Detached House,176,2,1987,1
P03849,R04,Apartment,216,3,2013,0
P03850,R02,Duplex,225,4,2011,0
P03851,R06,Duplex,253,5,2008,1
P03852,R06,Detached House,126,1,1982,1
P03853,R01,Apartment,208,1,2004,1
P03854,R05,Studio,99,1,2020,1
P03855,R01,Apartment,242,4,1972,1
P03856,R03,Apartment,268,1,1987,0
P03857,R06,Duplex,110,5,1974,1
P03858,R02,Penthouse,174,2,1975,1
P03859,R03,Apartment,237,2,2023,1
P03860,R02,Studio,46,5,1982,0
P03861,R05,Detached House,209,4,1979,0
P03862,R03,Penthouse,236,3,1973,0
P03863,R04,Duplex,249,5,2022,1
P03864,R06,Detached House,87,4,1995,1
P03865,R04,Studio,221,4,2012,0
P03866,R05,Duplex,228,2,1983,1
P03867,R01,Penthouse,40,5,2004,1
P03868,R02,Duplex,209,4,2017,1
P03869,R06,Penthouse,190,5,2006,1
P03870,R06,Penthouse,272,5,1997,1
P03871,R04,Duplex,50,3,1981,1
P03872,R03,Studio,271,2,1982,1
P03873,R02,Duplex,177,5,2002,1
P03874,R06,Studio,105,5,1994,0
P03875,R05,Studio,132,1,1972,1
P03876,R02,Detached House,223,4,1980,1
P03877,R04,Detached House,279,4,1993,1
P03878,R04,Duplex,116,4,1979,1
P03879,R03,Studio,276,5,1999,1
P03880,R06,Detached House,191,2,1986,0
P03881,R01,Detached House,86,5,1985,0
P03882,R02,Studio,183,4,1975,0
P03883,R01,Apartment,232,1,1997,0
P03884,R05,Apartment,53,3,1980,0
P03885,R04,Studio,58,1,2004,1
P03886,R06,Detached House,41,5,2020,0
P03887,R04,Studio,176,4,2019,1
P03888,R01,Penthouse,53,5,2006,1
P03889,R03,Duplex,263,4,2013,0
P03890,R01,Penthouse,70,2,2019,1
P03891,R05,Duplex,57,3,2006,1
P03892,R05,Duplex,101,5,1983,1
P03893,R06,Detached House,223,1,1997,1
P03894,R03,Duplex,257,5,2016,0
P03895,R02,Studio,100,3,2006,0
P03896,R01,Apartment,164,3,1989,1
P03897,R03,Apartment,225,4,1979,0
P03898,R03,Detached House,231,1,1977,1
P03899,R05,Apartment,76,1,1990,0
P03900,R05,Detached House,241,1,2013,1
P03901,R01,Duplex,248,4,1999,1
P03902,R02,Penthouse,216,1,1973,0
P03903,R04,Apartment,166,4,2019,0
P03904,R03,Penthouse,133,1,1991,0
P03905,R01,Detached House,253,4,1991,1
P03906,R06,Duplex,247,5,2014,1
P03907,R05,Apartment,164,3,1990,0
P03908,R04,Studio,218,2,2003,1
P03909,R02,Penthouse,135,3,2019,0
P03910,R06,Apartment,218,4,1997,1
P03911,R01,Studio,61,4,2003,1
P03912,R03,Penthouse,256,4,1989,1
P03913,R05,Studio,163,3,2018,1
P03914,R06,Studio,183,4,1974,0
P03915,R02,Studio,85,2,1984,0
P03916,R04,Penthouse,166,2,2023,1
P03917,R02,Apartment,40,5,1996,0
P03918,R01,Apartment,253,3,1979,0
P03919,R03,Penthouse,219,5,1992,0
P03920,R06,Detached House,149,4,1983,1
P03921,R05,Studio,240,3,1998,1
P03922,R03,Penthouse,234,3,1982,1
P03923,R02,Duplex,68,4,1991,0
P03924,R01,Apartment,52,1,2019,0
P03925,R02,Detached House,100,3,1974,0
P03926,R01,Studio,40,4,2011,1
P03927,R02,Apartment,177,1,1974,0
P03928,R05,Detached House,166,1,1994,1
P03929,R01,Studio,169,1,2006,1
P03930,R01,Penthouse,57,3,2021,1
P03931,R04,Studio,260,2,1983,1
P03932,R02,Penthouse,274,3,1972,1
P03933,R03,Duplex,181,1,2010,1
P03934,R01,Duplex,41,2,2018,0
P03935,R02,Duplex,135,1,2000,1
P03936,R03,Apartment,212,5,1973,1
P03937,R05,Penthouse,219,3,1997,1
P03938,R03,Apartment,98,1,1991,0
P03939,R04,Detached House,237,3,1994,1
P03940,R04,Detached House,272,5,1972,1
P03941,R02,Studio,162,5,1987,1
P03942,R02,Penthouse,131,5,2023,1
P03943,R03,Duplex,166,3,1972,1
P03944,R01,Detached House,46,2,2019,0
P03945,R05,Studio,165,2,1997,1
P03946,R04,Studio,46,2,2001,0
P03947,R02,Duplex,48,5,2020,1
P03948,R03,Detached House,172,1,1981,1
P03949,R02,Studio,162,5,2023,0
P03950,R04,Apartment,276,5,1984,0
P03951,R05,Penthouse,161,5,1988,1
P03952,R01,Penthouse,275,4,1994,1
P03953,R03,Duplex,233,5,2002,1
P03954,R01,Studio,120,1,1987,0
P03955,R03,Duplex,262,5,2012,1
P03956,R02,Duplex,155,3,1971,0
P03957,R03,Penthouse,182,5,2005,0
P03958,R03,Studio,64,1,2005,1
P03959,R02,Apartment,91,5,1998,1
P03960,R03,Penthouse,165,3,2003,1
P03961,R05,Apartment,105,1,2010,0
P03962,R05,Studio,183,3,2018,0
P03963,R01,Duplex,59,1,1981,1
P03964,R03,Studio,100,1,1995,0
P03965,R06,Duplex,199,3,2000,0
P03966,R04,Detached House,186,5,1988,0
P03967,R02,Duplex,276,1,2022,0
P03968,R04,Penthouse,255,2,1997,1
P03969,R01,Studio,234,2,2002,0
P03970,R01,Studio,40,3,1980,1
P03971,R04,Studio,184,1,1992,1
P03972,R04,Detached House,94,4,2003,1
P03973,R05,Studio,104,3,1993,1
P03974,R03,Studio,90,5,2011,1
P03975,R06,Duplex,149,2,1977,1
P03976,R03,Penthouse,69,3,1978,0
P03977,R05,Penthouse,167,1,1988,1
P03978,R01,Penthouse,79,5,1987,0
P03979,R01,Apartment,160,5,2014,1
P03980,R05,Apartment,190,2,2016,1
P03981,R06,Apartment,83,3,1995,0
P03982,R06,Studio,64,5,1997,0
P03983,R02,Penthouse,233,2,1985,0
P03984,R01,Duplex,217,2,1998,0
P03985,R06,Studio,102,2,2008,1
